,date,number,time,latitude,longitude,depth,magnitude,type,place
58,2010-03-08,11722,11:12:10,38.7452,40.0342,11.75,5.1,Mw,Elazig
57,2010-03-24,11742,14:11:30,38.7713,40.0935,22.57,5.1,Mw,Elazig
223,1976-11-24,4038,12:30:39,39.12,44.0,10.0,5.1,mb,Van
226,1976-08-19,4005,01:12:40,37.735,29.014,14.2,5.1,MS,Denizli
53,2011-05-28,11997,05:47:17,39.1215,29.0408,23.02,5.1,Mw,Kutahya
229,1976-03-25,3939,11:55:00,41.01,42.97,25.0,5.1,MS,Ardahan
50,2011-07-25,12036,17:57:20,40.8195,27.7498,6.97,5.1,Mw,Tekirdag
45,2011-10-23,12122,18:10:44,38.629,43.192,19.81,5.1,Mw,Van
247,1970-12-30,3243,18:54:44,36.96,28.94,23.0,5.1,mb,Mugla
248,1970-11-11,3215,20:58:11,35.99,28.24,35.0,5.1,MS,Balikesir
42,2011-10-27,12195,08:04:22,37.3807,43.8343,21.61,5.1,Mw,Hakkari
41,2011-10-29,12210,22:24:22,38.9245,43.5438,16.67,5.1,Mw,Van
259,1970-04-07,2996,17:05:13,39.344,29.266,35.2,5.1,MS,Kutahya
260,1970-04-06,2992,08:12:23,39.19,28.54,33.0,5.1,mb,Balikesir
261,1970-04-02,2979,05:08:51,38.9,29.6,41.0,5.1,mb,Usak
63,2008-11-12,11348,14:03:18,38.834,35.536,10.0,5.1,Mw,Kayseri
68,2007-11-16,10922,09:08:26,36.909,29.383000000000003,20.0,5.1,Mw,Burdur
71,2007-04-10,10752,22:00:37,37.905,30.955,27.9,5.1,Mw,Isparta
165,1989-06-24,6455,03:09:59,36.745,35.944,46.4,5.1,Mw,Adana
134,1998-03-09,8149,11:21:20,35.983000000000004,28.41,60.3,5.1,Mw,Balikesir
154,1992-05-07,7042,19:15:05,38.717,40.126999999999995,17.4,5.1,Mw,Elazig
157,1991-10-06,6928,01:46:48,41.083,43.431999999999995,15.0,5.1,Mw,Ardahan
131,1998-05-09,8182,15:38:03,38.254,38.946999999999996,17.2,5.1,Mw,Malatya
158,1991-06-03,6866,10:22:43,40.077,42.842,35.0,5.1,Mw,Kars
160,1991-03-11,6769,18:33:44,37.032,30.965999999999998,112.1,5.1,Mw,Antalya
126,1999-08-19,8608,15:17:47,40.571,29.205,14.0,5.1,Mw,Yalova
197,1980-07-11,4559,12:33:33,38.536,40.84,56.3,5.1,mb,Diyarbakir
125,1999-08-31,8634,08:10:52,40.7064,29.8943,20.0,5.1,Mw,Kocaeli
110,2002-02-03,9372,07:14:39,38.721,30.886,35.0,5.1,mb,Balikesir
97,2004-07-01,9938,22:30:11,39.7808,43.9648,21.0,5.1,Mw,Igdir
78,2005-11-26,10383,15:56:59,38.211999999999996,38.859,23.0,5.1,Mw,Malatya
74,2007-01-21,10674,07:38:59,39.566,42.864,12.0,5.1,Mw,Agri
195,1980-10-04,4597,15:12:06,37.0,28.8,26.0,5.1,MS,Mugla
264,1970-03-29,2936,06:56:27,39.047,29.738000000000003,39.6,5.1,MS,Kutahya
139,1996-08-14,7784,03:01:06,40.345,35.202,16.4,5.1,mb,Corum
268,1970-03-28,2911,21:10:25,38.9,29.7,33.0,5.1,MS,Usak
30,2012-08-05,12548,20:37:21,37.4635,42.9798,12.94,5.1,Mw,Sirnak
291,1967-07-22,2340,17:48:06,40.66,30.62,26.0,5.1,MS,Sakarya
290,1967-07-22,2344,18:09:57,40.748000000000005,30.555,37.3,5.1,mb,Sakarya
293,1967-06-23,2327,10:06:54,40.830999999999996,33.611,5.4,5.1,mb,Cankiri
13,2017-05-27,0,15:53:23,38.7358,27.8156,11.03,5.1,Mw,Manisa
11,2017-08-08,0,07:42:21,36.9576,27.6236,11.03,5.1,Mw,Mugla
285,1968-06-11,2535,06:09:27,38.15,42.85,53.0,5.1,MS,Van
8,2018-04-24,0,00:34:29,37.5836,38.5036,9.79,5.1,Mw,Adiyaman
9,2017-11-24,0,21:49:14,37.1146,28.6045,24.46,5.1,Mw,Mugla
272,1969-10-07,2834,05:09:12,39.2,28.4,13.0,5.1,MS,Balikesir
311,1965-06-13,2065,20:01:52,37.778,29.314,36.6,5.1,mb,Denizli
306,1966-04-27,2168,19:48:51,38.14,42.52,28.0,5.1,MS,Bitlis
270,1970-01-26,2878,05:29:31,37.0,28.5,10.0,5.1,mb,Mugla
310,1965-06-28,2069,23:27:03,38.0,41.3,33.0,5.1,mb,Batman
271,1969-12-22,2861,04:47:47,40.6,34.2,33.0,5.1,mb,Corum
308,1965-08-31,2083,07:29:47,39.346,40.792,5.6,5.1,mb,Bingol
2,2019-10-03,0,04:44:56,36.3133,28.4983,18.74,5.0,Mw,Balikesir
438,1939-03-13,1101,03:36:45,36.0,29.0,15.0,5.0,MS,Balikesir
136,1997-01-22,7974,18:24:56,36.167,35.884,49.4,5.0,mb,Hatay
444,1937-05-29,1065,15:22:49,36.29,31.05,100.0,5.0,MS,Balikesir
443,1938-04-19,1078,23:11:18,39.65,33.87,30.0,5.0,MS,Kirikkale
441,1938-07-02,1088,12:26:46,40.17,27.88,10.0,5.0,MS,Balikesir
440,1938-07-21,1090,21:56:06,39.56,33.68,10.0,5.0,MS,Kirikkale
12,2017-07-21,0,17:09:48,36.941,27.331999999999997,37.5,5.0,Mw,Mugla
10,2017-11-22,0,20:22:51,37.1206,28.5921,24.75,5.0,Mw,Mugla
75,2006-10-24,10612,14:00:22,40.443000000000005,29.079,15.5,5.0,Mw,Bursa
498,1924-09-10,657,11:59:40,36.84,31.49,30.0,5.0,MS,Antalya
76,2006-07-02,10522,19:39:40,39.319,40.915,15.0,5.0,Mw,Bingol
492,1925-08-05,698,05:01:00,38.1,29.8,10.0,5.0,MS,Denizli
89,2005-01-11,10076,04:36:00,36.912,27.845,34.0,5.0,Mw,Mugla
493,1925-03-12,675,01:22:00,40.0,42.0,10.0,5.0,MS,Erzurum
65,2008-04-25,11053,04:48:57,37.804,29.32,12.3,5.0,Mw,Denizli
118,1999-11-16,8765,17:51:19,40.738,31.62,10.0,5.0,mb,Bolu
119,1999-11-12,8724,17:29:32,40.723,31.516,6.0,5.0,mb,Bolu
496,1924-09-27,665,04:27:42,39.92,41.47,10.0,5.0,MS,Erzurum
6,2019-02-20,0,18:23:28,39.6011,26.4261,5.8,5.0,Mw,Canakkale
127,1999-08-17,8548,00:16:28,40.711,29.910999999999998,10.0,5.0,mb,Kocaeli
446,1937-04-28,1063,02:36:50,35.91,30.94,100.0,5.0,MS,Balikesir
451,1936-05-02,1042,20:57:30,39.8,43.5,10.0,5.0,MS,Agri
64,2008-09-03,11149,02:22:48,37.445,38.58,5.2,5.0,Mw,Sanliurfa
464,1931-05-06,916,20:22:25,37.5,39.5,10.0,5.0,MS,Sanliurfa
33,2012-06-10,12494,12:49:36,36.4762,28.9295,26.85,5.0,Ml,Mugla
475,1928-10-03,829,00:57:08,40.47,33.42,70.0,5.0,MS,Cankiri
31,2012-06-25,12518,13:05:28,36.4422,28.9422,27.0,5.0,Mw,Mugla
34,2012-06-07,12491,20:54:25,40.854,27.9235,14.9,5.0,Mw,Tekirdag
473,1929-09-15,853,13:10:15,40.25,38.76,50.0,5.0,MS,Giresun
471,1930-04-09,867,05:07:46,39.7,34.0,10.0,5.0,MS,Kirikkale
470,1930-04-09,868,05:27:48,39.55,39.26,10.0,5.0,MS,Erzincan
44,2011-10-24,12150,15:28:06,38.693000000000005,43.1475,18.71,5.0,Mw,Van
29,2012-09-19,12600,09:17:46,37.2838,37.1398,22.35,5.0,Mw,Kahramanmaras
28,2013-12-08,0,17:31:57,36.692,31.256999999999998,65.0,5.0,Mw,Balikesir
25,2015-07-29,0,22:00:54,36.5646,35.0361,29.68,5.0,Mw,Adana
144,1995-10-01,7589,18:03:01,38.084,30.163,36.6,5.0,mb,Balikesir
465,1931-01-12,910,15:55:34,38.5,31.9,10.0,5.0,MS,Konya
23,2015-11-29,0,00:28:08,38.8401,37.836999999999996,22.41,5.0,Mw,Malatya
449,1936-08-12,1051,22:24:28,37.44,29.44,130.0,5.0,MS,Denizli
51,2011-06-27,12020,21:13:59,39.12,29.02,9.0,5.0,Mw,Kutahya
21,2016-01-10,0,17:40:48,39.564,34.358000000000004,13.6,5.0,Mw,Kirsehir
461,1932-12-07,969,07:55:46,36.71,27.33,60.0,5.0,MS,Mugla
485,1926-03-03,713,06:58:40,37.0,29.4,10.0,5.0,MS,Burdur
55,2010-11-11,11869,20:08:02,37.8579,27.3856,15.0,5.0,Mw,Aydin
458,1933-09-25,995,09:46:50,37.0,35.5,10.0,5.0,MS,Adana
17,2017-02-10,0,08:55:26,39.5236,26.1946,7.01,5.0,ML,Canakkale
14,2017-04-13,0,16:22:16,37.1533,28.647,11.33,5.0,Mw,Mugla
455,1935-08-18,1026,09:00:10,39.6,43.1,10.0,5.0,MS,Agri
454,1935-10-13,1029,19:32:22,39.35,40.52,40.0,5.0,MS,Bingol
59,2010-03-08,11721,10:14:23,39.7957,40.0477,4.91,5.0,Ml,Erzincan
61,2009-07-30,11555,07:37:53,39.5854,39.7483,13.7,5.0,Mw,Erzincan
477,1928-05-06,818,18:00:00,39.8,30.5,12.0,5.0,MS,Balikesir
466,1931-01-12,909,15:06:12,38.47,31.8,20.0,5.0,MS,Konya
313,1965-03-02,2007,22:00:09,38.451,28.285999999999998,41.0,5.0,mb,Manisa
147,1994-09-17,7383,02:24:43,37.843,41.576,35.0,5.0,mb,Batman
360,1953-03-24,1464,21:17:36,37.02,37.0,10.0,5.0,MS,Kilis
274,1969-09-06,2826,20:30:41,36.751999999999995,28.274,68.3,5.0,mb,Mugla
347,1957-04-25,1637,07:52:08,36.12,28.6,10.0,5.0,MS,Balikesir
349,1956-09-16,1619,18:07:44,35.91,25.97,40.0,5.0,MS,Balikesir
263,1970-03-30,2951,07:59:52,39.298,29.268,7.8,5.0,MS,Kutahya
262,1970-03-31,2968,07:30:30,39.12,29.16,43.0,5.0,mb,Kutahya
256,1970-04-19,3024,13:33:41,40.0,30.9,33.0,5.0,MS,Balikesir
359,1953-05-02,1476,05:41:56,38.48,26.67,40.0,5.0,MS,Izmir
361,1953-03-23,1461,05:22:48,39.37,41.28,50.0,5.0,MS,Erzurum
278,1969-03-23,2707,21:11:25,37.9,27.6,33.0,5.0,MS,Aydin
362,1953-03-19,1459,21:13:58,39.88,27.35,10.0,5.0,MS,Balikesir
251,1970-05-12,3086,07:41:06,38.6,29.3,33.0,5.0,mb,Usak
364,1953-03-18,1453,20:20:03,40.0,27.4,30.0,5.0,MS,Canakkale
238,1971-11-06,3413,19:43:51,39.046,29.744,30.9,5.0,mb,Kutahya
236,1972-04-26,3459,06:30:23,39.451,26.383000000000003,11.0,5.0,MS,Canakkale
232,1975-04-30,3833,04:28:59,36.266,30.769000000000002,62.2,5.0,MS,Balikesir
370,1951-09-15,1404,22:52:13,40.15,28.02,40.0,5.0,MS,Balikesir
277,1969-03-24,2708,01:59:35,39.094,28.498,30.2,5.0,MS,Manisa
341,1957-06-01,1657,05:26:59,40.75,30.86,50.0,5.0,MS,Duzce
148,1994-05-24,7345,03:35:34,38.736999999999995,26.478,9.1,5.0,mb,Izmir
295,1967-01-30,2276,12:25:04,39.41,41.49,76.0,5.0,MS,Erzurum
304,1966-05-07,2173,13:08:22,37.79,27.754,44.2,5.0,mb,Aydin
303,1966-05-09,2176,03:51:10,37.05,30.98,132.0,5.0,MS,Antalya
300,1966-08-19,2219,14:17:58,39.31,41.192,35.0,5.0,mb,Mus
323,1961-06-21,1812,16:04:51,37.87,28.77,60.0,5.0,MS,Denizli
324,1961-06-01,1810,16:31:44,37.65,36.76,40.0,5.0,MS,Kahramanmaras
325,1961-03-28,1805,00:44:12,39.82,30.19,10.0,5.0,MS,Balikesir
299,1966-08-20,2224,04:45:25,38.82,41.49,47.0,5.0,MS,Mus
328,1959-12-08,1749,09:35:18,36.91,29.07,70.0,5.0,MS,Mugla
282,1968-10-30,2627,16:51:36,37.971,38.586999999999996,2.8,5.0,mb,Adiyaman
294,1967-06-01,2310,10:39:24,36.825,29.331,39.9,5.0,mb,Mugla
330,1959-10-25,1744,15:57:59,39.25,41.63,50.0,5.0,MS,Erzurum
288,1967-10-26,2409,04:55:41,37.25,29.112,49.3,5.0,mb,Denizli
335,1959-01-26,1719,11:38:44,36.78,29.02,47.0,5.0,MS,Mugla
286,1968-03-28,2503,00:57:54,38.1,31.0,10.0,5.0,mb,Isparta
284,1968-09-24,2603,04:19:55,39.189,40.319,11.8,5.0,mb,Bingol
283,1968-09-25,2605,20:52:18,39.221,40.306999999999995,47.6,5.0,mb,Bingol
231,1975-09-06,3871,10:52:18,38.444,40.84,50.0,5.0,MS,Diyarbakir
230,1976-01-12,3922,22:41:51,38.61,43.2,56.0,5.0,MS,Van
374,1950-05-09,1372,09:20:10,38.24,38.32,70.0,5.0,MS,Malatya
184,1984-07-29,5543,01:58:43,40.418,26.000999999999998,12.1,5.0,mb,Balikesir
200,1979-09-12,4456,16:14:53,38.41,39.8,35.0,5.0,MS,Elazig
193,1981-01-20,4656,08:27:49,38.06,38.571,12.8,5.0,mb,Adiyaman
190,1983-04-06,5224,07:35:53,39.876999999999995,40.417,44.3,5.0,mb,Erzincan
187,1983-10-30,5335,13:48:16,40.3593,42.0106,3.0,5.0,mb,Erzurum
403,1944-02-01,1225,06:08:52,40.7,31.27,10.0,5.0,MS,Duzce
404,1944-01-02,1221,10:59:00,41.0,33.7,10.0,5.0,MS,Cankiri
185,1984-02-05,5420,00:20:21,37.234,28.678,32.5,5.0,mb,Mugla
315,1964-04-23,1912,14:23:47,38.09,38.75,57.0,5.0,mb,Malatya
228,1976-04-29,3950,22:18:10,40.926,42.869,35.0,5.0,MS,Ardahan
408,1943-04-14,1207,08:15:41,39.62,29.64,40.0,5.0,MS,Kutahya
178,1986-08-03,5913,01:33:27,37.169000000000004,37.161,48.8,5.0,mb,Gaziantep
176,1987-02-22,6016,06:51:47,38.416,40.495,38.5,5.0,mb,Diyarbakir
174,1987-09-03,6090,12:39:58,35.95,30.616999999999997,57.6,5.0,mb,Balikesir
162,1990-11-21,6716,14:02:48,37.0267,29.6006,19.0,5.0,mb,Burdur
416,1941-12-02,1181,05:02:56,37.5,41.0,10.0,5.0,MS,Mardin
152,1994-01-03,7281,21:00:35,36.993,35.83,42.5,5.0,mb,Adana
201,1979-08-23,4447,16:47:46,39.6877,28.5734,10.0,5.0,mb,Balikesir
207,1979-04-11,4394,12:14:27,39.12,43.91,44.0,5.0,MS,Van
208,1979-01-19,4370,23:36:58,39.91,39.6,11.0,5.0,MS,Gumushane
393,1945-03-08,1249,10:07:11,41.85,32.44,10.0,5.0,MS,Bartin
225,1976-09-05,4012,22:07:36,38.46,40.944,18.9,5.0,MS,Diyarbakir
224,1976-11-12,4028,09:55:32,38.47,26.71,6.0,5.0,MS,Izmir
380,1949-02-05,1342,00:28:22,39.89,29.35,40.0,5.0,MS,Bursa
222,1976-11-24,4041,13:18:09,39.09,43.71,49.0,5.0,MS,Van
382,1948-08-18,1327,19:06:12,38.51,39.25,10.0,5.0,MS,Elazig
221,1976-11-24,4044,15:04:05,39.18,43.71,46.0,5.0,MS,Van
220,1976-11-24,4045,15:11:03,38.977,44.153999999999996,10.0,5.0,mb,Van
385,1947-04-19,1287,17:39:15,37.8,43.31,40.0,5.0,MS,Van
219,1976-11-24,4048,20:46:07,39.08,44.13,55.0,5.0,MS,Van
218,1976-12-04,4065,04:10:36,39.31,43.66,53.0,5.0,MS,Agri
217,1977-01-02,4077,19:37:26,39.29,43.62,46.0,5.0,MS,Agri
389,1946-01-21,1261,11:25:32,41.05,33.48,60.0,5.0,MS,Cankiri
215,1977-02-24,4090,20:47:18,38.55,27.66,20.0,5.0,mb,Manisa
211,1977-11-03,4195,19:46:16,39.31,43.53,38.0,5.0,MS,Agri
209,1978-01-11,4222,03:57:45,37.48,28.86,5.0,5.0,MS,Denizli
181,1985-04-10,5674,08:35:08,36.8024,27.5379,20.0,5.0,mb,Mugla
