,date,latitude,longitude,depth,magnitude,type,place,year
370,1959-01-26,36.78,29.02,47.0,5.0,MS,Mugla,1959
371,1959-11-19,38.89,26.65,10.0,5.3,MS,Izmir,1959
372,1959-10-25,39.25,41.63,50.0,5.0,MS,Erzurum,1959
373,1959-12-08,36.91,29.07,70.0,5.0,MS,Mugla,1959
374,1958-05-09,36.61,27.6,67.0,5.2,MS,Mugla,1958
375,1958-01-14,39.48,40.41,60.0,5.1,MS,Bingol,1958
376,1957-05-26,40.67,31.0,10.0,7.1,MS,Duzce,1957
377,1957-06-01,40.75,30.86,50.0,5.0,MS,Duzce,1957
378,1957-02-05,36.37,28.88,60.0,5.2,MS,Mugla,1957
379,1957-04-25,36.12,28.6,10.0,5.0,MS,Balikesir,1957
380,1957-07-07,39.37,40.46,60.0,5.1,MS,Bingol,1957
381,1957-05-27,40.73,30.95,50.0,5.8,MS,Duzce,1957
382,1957-04-26,36.22,28.87,50.0,5.9,MS,Balikesir,1957
383,1957-04-24,36.43,28.63,80.0,6.8,MS,Erzurum,1957
384,1957-05-26,41.34,30.7,100.0,5.1,MS,Balikesir,1957
385,1957-05-26,40.6,30.74,40.0,5.4,MS,Sakarya,1957
386,1957-04-25,36.42,28.68,80.0,7.1,MS,Mugla,1957
387,1957-05-26,40.76,30.81,10.0,5.9,MS,Sakarya,1957
388,1957-12-26,40.83,29.72,10.0,5.2,MS,Kocaeli,1957
389,1957-09-21,40.75,34.02,40.0,5.1,MS,Cankiri,1957
390,1956-09-16,35.91,25.97,40.0,5.0,MS,Balikesir,1956
391,1956-02-20,39.89,30.49,40.0,6.4,MS,Kozkayi Mahallesi,1956
392,1956-01-06,40.39,26.29,10.0,5.5,MS,Canakkale,1956
393,1956-02-23,39.76,30.17,60.0,5.2,MS,Balikesir,1956
394,1955-07-16,37.65,27.26,40.0,6.8,MS,Aydin,1955
395,1955-08-28,37.4,27.16,20.0,5.3,MS,Aydin,1955
396,1954-03-23,40.58,27.12,10.0,5.1,MS,Tekirdag,1954
397,1954-03-28,39.03,40.97,10.0,5.4,MS,Bingol,1954
398,1953-03-18,39.99,27.36,10.0,7.2,MS,Canakkale,1953
399,1953-05-02,38.51,26.55,60.0,5.1,MS,Izmir,1953
400,1953-07-22,39.24,28.43,10.0,5.2,MS,Balikesir,1953
401,1953-06-18,41.8,26.55,30.0,5.1,MS,Edirne,1953
402,1953-03-24,37.02,37.0,10.0,5.0,MS,Kilis,1953
403,1953-05-02,38.48,26.67,40.0,5.0,MS,Izmir,1953
404,1953-03-23,39.37,41.28,50.0,5.0,MS,Erzurum,1953
405,1953-03-19,39.88,27.35,10.0,5.0,MS,Balikesir,1953
406,1953-06-03,40.28,28.53,20.0,5.3,MS,Bursa,1953
407,1953-03-18,40.0,27.4,30.0,5.0,MS,Canakkale,1953
408,1953-09-07,41.09,33.01,40.0,6.0,MS,Karabuk,1953
409,1953-03-18,39.96,27.59,30.0,5.4,MS,Balikesir,1953
410,1952-03-19,39.6,28.64,40.0,5.4,MS,Balikesir,1952
411,1952-10-22,37.25,35.65,70.0,5.6,MS,Adana,1952
412,1952-10-22,36.83,27.6,40.0,5.2,MS,Mugla,1952
413,1952-01-03,39.95,41.67,40.0,5.8,MS,Erzurum,1952
414,1951-09-15,40.15,28.02,40.0,5.0,MS,Balikesir,1951
415,1951-11-05,36.0,29.0,10.0,5.2,MS,Balikesir,1951
416,1951-08-13,40.88,32.87,10.0,6.9,MS,Cankiri,1951
417,1951-04-08,36.58,35.85,50.0,5.8,MS,Balikesir,1951
418,1950-11-08,38.27,39.16,50.0,5.2,MS,Diyarbakir,1950
419,1950-05-09,38.24,38.32,70.0,5.0,MS,Malatya,1950
420,1950-11-28,39.73,28.05,40.0,5.1,MS,Balikesir,1950
421,1949-11-23,38.75,26.36,60.0,5.2,MS,Izmir,1949
422,1949-08-17,39.58,40.57,60.0,5.2,MS,Erzincan,1949
423,1949-07-23,38.57,26.29,10.0,6.6,MS,Izmir,1949
424,1949-08-17,39.6,40.6,10.0,5.3,MS,Erzincan,1949
425,1949-08-17,39.57,40.62,40.0,6.7,MS,Erzincan,1949
426,1949-02-05,39.89,29.35,40.0,5.0,MS,Bursa,1949
427,1949-05-13,40.94,32.71,20.0,5.1,MS,Karabuk,1949
428,1949-04-25,38.27,38.99,80.0,5.3,MS,Malatya,1949
429,1948-04-30,36.05,31.14,80.0,5.8,MS,Balikesir,1948
430,1948-11-13,40.23,29.02,60.0,5.6,MS,Bursa,1948
431,1948-08-18,38.51,39.25,10.0,5.0,MS,Elazig,1948
432,1947-04-19,37.8,43.31,40.0,5.0,MS,Van,1947
433,1947-12-09,36.52,34.34,10.0,5.6,MS,Mersin,1947
434,1946-01-21,41.05,33.48,60.0,5.0,MS,Cankiri,1946
435,1946-05-31,39.29,41.21,60.0,5.9,MS,Mus,1946
436,1946-02-21,38.24,31.79,60.0,5.5,MS,Konya,1946
437,1946-07-16,38.63,31.15,40.0,5.1,MS,Balikesir,1946
438,1945-10-26,41.54,33.29,50.0,5.7,MS,Kastamonu,1945
439,1945-01-15,38.4,44.2,32.0,5.1,MS,Van,1945
440,1945-03-20,37.11,35.7,60.0,6.0,MS,Adana,1945
441,1945-11-20,38.63,43.33,10.0,5.2,MS,Van,1945
442,1945-06-07,41.17,33.25,10.0,5.2,MS,Kastamonu,1945
443,1945-03-08,41.85,32.44,10.0,5.0,MS,Bartin,1945
444,1945-03-02,41.2,33.4,10.0,5.6,MS,Kastamonu,1945
445,1944-04-05,40.84,31.12,10.0,5.5,MS,Duzce,1944
446,1944-02-02,40.74,31.44,40.0,5.1,MS,Bolu,1944
447,1944-02-01,40.7,31.27,10.0,5.0,MS,Duzce,1944
448,1944-01-02,41.0,33.7,10.0,5.0,MS,Cankiri,1944
449,1944-10-06,39.48,26.56,40.0,6.8,MS,Canakkale,1944
450,1944-02-01,40.9,32.6,10.0,7.3,MS,Karabuk,1944
451,1944-06-25,38.97,29.87,40.0,5.5,MS,Kutahya,1944
452,1944-06-25,38.79,29.31,40.0,6.0,MS,Usak,1944
453,1944-10-18,40.89,33.47,10.0,5.2,MS,Cankiri,1944
454,1944-09-30,41.11,34.87,10.0,5.5,MS,Corum,1944
455,1944-02-01,41.4,32.7,10.0,5.3,MS,Karabuk,1944
456,1944-02-10,41.0,32.3,10.0,5.3,MS,Bolu,1944
457,1943-04-14,39.62,29.64,40.0,5.0,MS,Kutahya,1943
458,1943-06-20,40.84,30.73,10.0,5.5,MS,Sakarya,1943
459,1943-11-20,36.55,28.36,35.0,5.5,MS,Balikesir,1943
460,1943-11-26,41.05,33.72,10.0,7.2,MS,Cankiri,1943
461,1943-06-20,40.85,30.51,10.0,6.6,MS,Sakarya,1943
462,1943-11-15,36.81,28.84,83.0,5.2,MS,Mugla,1943
463,1942-11-15,39.55,28.58,10.0,6.1,MS,Balikesir,1942
464,1942-12-20,40.87,36.47,10.0,7.0,MS,Tokat,1942
465,1942-10-28,39.46,27.79,10.0,5.5,MS,Balikesir,1942
466,1942-11-21,40.82,34.44,80.0,5.5,MS,Corum,1942
467,1942-06-16,40.8,27.8,20.0,5.6,MS,Tekirdag,1942
468,1942-12-02,41.04,34.88,20.0,5.4,MS,Corum,1942
469,1942-10-28,39.1,27.8,50.0,6.0,MS,Manisa,1942
470,1942-12-11,40.76,34.83,40.0,5.9,MS,Corum,1942
471,1942-10-28,39.27,28.19,10.0,5.4,MS,Balikesir,1942
472,1942-02-05,38.84,27.74,10.0,5.4,MS,Manisa,1942
473,1941-11-12,39.74,39.43,70.0,5.9,MS,Erzincan,1941
474,1941-05-23,37.07,28.21,40.0,6.0,MS,Mugla,1941
475,1941-04-27,40.0,35.5,35.0,5.6,MS,Yozgat,1941
476,1941-09-10,39.5,43.0,35.0,6.0,MS,Agri,1941
477,1941-11-08,39.7,39.7,10.0,5.5,MS,Erzincan,1941
478,1941-12-13,37.0,28.0,100.0,6.0,MS,Mugla,1941
479,1941-05-23,37.22,28.35,48.0,5.2,MS,Mugla,1941
480,1941-12-02,37.5,41.0,10.0,5.0,MS,Mardin,1941
481,1941-01-09,38.03,27.4,70.0,5.2,MS,Izmir,1941
482,1941-09-21,37.5,28.29,70.0,5.3,MS,Mugla,1941
483,1941-05-23,37.13,28.38,40.0,5.3,MS,Mugla,1941
484,1940-07-30,39.75,35.5,35.0,6.2,MS,Yozgat,1940
485,1940-10-18,39.6,42.2,15.0,5.6,MS,Erzurum,1940
486,1940-02-21,38.4,35.3,10.0,5.2,MS,Kayseri,1940
487,1940-04-22,39.62,39.89,20.0,5.2,MS,Erzincan,1940
488,1940-04-13,40.04,35.2,30.0,5.6,MS,Yozgat,1940
489,1940-12-20,38.3,38.3,10.0,5.8,MS,Malatya,1940
490,1939-12-26,39.8,39.51,20.0,7.9,MS,Erzincan,1939
491,1939-08-02,39.75,29.48,50.0,5.3,MS,Kutahya,1939
492,1939-12-28,40.47,37.0,40.0,5.7,MS,Tokat,1939
493,1939-09-15,39.75,30.25,35.0,5.6,MS,Satilmisoglu Mahallesi,1939
494,1939-09-22,39.07,26.94,10.0,6.6,MS,Izmir,1939
495,1939-12-27,39.99,38.14,50.0,5.5,MS,Sivas,1939
496,1939-08-03,39.75,29.68,50.0,5.5,MS,Kutahya,1939
497,1939-01-02,36.3,30.7,10.0,5.3,MS,Balikesir,1939
498,1939-10-19,39.82,29.5,10.0,5.3,MS,Kutahya,1939
499,1939-07-25,39.75,29.52,50.0,5.2,MS,Kutahya,1939
500,1939-03-13,36.0,29.0,15.0,5.0,MS,Balikesir,1939
501,1939-11-21,39.82,39.71,80.0,5.9,MS,Erzincan,1939
502,1939-08-09,39.91,29.81,60.0,5.1,MS,Bilecik,1939
503,1938-04-19,39.44,33.79,10.0,6.6,MS,Kirsehir,1938
504,1938-05-31,40.9,33.73,10.0,5.1,MS,Cankiri,1938
505,1938-04-19,39.65,33.87,30.0,5.0,MS,Kirikkale,1938
506,1938-07-02,40.17,27.88,10.0,5.0,MS,Balikesir,1938
507,1938-07-21,39.56,33.68,10.0,5.0,MS,Kirikkale,1938
508,1937-05-29,36.29,31.05,100.0,5.0,MS,Balikesir,1937
509,1937-04-28,35.91,30.94,100.0,5.0,MS,Balikesir,1937
510,1937-05-23,38.69,27.78,10.0,5.4,MS,Manisa,1937
511,1936-06-14,36.64,35.85,70.0,5.5,MS,Adana,1936
512,1936-05-02,39.8,43.5,10.0,5.0,MS,Agri,1936
513,1936-08-12,37.44,29.44,130.0,5.0,MS,Denizli,1936
514,1936-09-21,41.21,33.53,20.0,5.1,MS,Kastamonu,1936
515,1936-11-18,41.25,33.33,10.0,5.4,MS,Kastamonu,1936
516,1936-05-01,39.6,43.1,10.0,5.6,MS,Agri,1936
517,1935-01-04,40.25,27.5,35.0,6.2,MS,Balikesir,1935
518,1935-08-18,39.6,43.1,10.0,5.0,MS,Agri,1935
519,1935-10-22,40.31,27.21,10.0,5.2,MS,Canakkale,1935
520,1935-01-04,40.25,27.5,35.0,6.0,MS,Balikesir,1935
521,1935-10-13,39.35,40.52,40.0,5.0,MS,Bingol,1935
522,1935-05-01,39.5,43.0,35.0,6.0,MS,Agri,1935
523,1934-11-12,38.54,41.0,50.0,5.9,MS,Diyarbakir,1934
524,1934-06-19,37.86,31.13,50.0,5.3,MS,Isparta,1934
525,1933-09-25,37.0,35.5,10.0,5.0,MS,Adana,1933
526,1933-07-19,38.19,29.79,40.0,5.7,MS,Denizli,1933
527,1932-12-26,36.9,34.73,60.0,5.2,MS,Mersin,1932
528,1932-12-07,36.71,27.33,60.0,5.0,MS,Mugla,1932
529,1932-03-15,39.7,44.0,15.0,5.3,MS,Agri,1932
530,1931-01-12,38.5,31.9,10.0,5.0,MS,Konya,1931
531,1931-07-12,39.5,26.0,35.0,5.6,MS,Canakkale,1931
532,1931-01-12,38.47,31.8,20.0,5.0,MS,Konya,1931
533,1931-05-06,37.5,39.5,10.0,5.0,MS,Sanliurfa,1931
534,1930-09-11,37.39,31.18,80.0,5.9,MS,Isparta,1930
535,1930-04-09,39.7,34.0,10.0,5.0,MS,Kirikkale,1930
536,1930-04-09,39.55,39.26,10.0,5.0,MS,Erzincan,1930
537,1930-12-10,39.72,39.24,30.0,5.6,MS,Erzincan,1930
538,1930-02-08,38.52,39.4,100.0,5.1,MS,Elazig,1930
539,1930-05-06,37.21,44.57,10.0,5.5,MS,Hakkari,1930
540,1929-05-18,40.2,37.9,10.0,6.1,MS,Sivas,1929
541,1929-09-15,40.25,38.76,50.0,5.0,MS,Giresun,1929
542,1928-07-15,38.05,27.32,10.0,5.5,MS,Izmir,1928
543,1928-05-06,39.8,30.5,12.0,5.0,MS,Balikesir,1928
544,1928-05-02,39.64,29.14,10.0,6.1,MS,Bursa,1928
545,1928-03-31,38.0,27.0,35.0,6.2,MS,Izmir,1928
546,1928-10-03,40.47,33.42,70.0,5.0,MS,Cankiri,1928
547,1928-01-24,40.99,30.86,10.0,5.3,MS,Sakarya,1928
548,1928-10-04,40.22,33.67,10.0,5.7,MS,Kirikkale,1928
549,1928-03-31,38.1,27.4,10.0,5.2,MS,Izmir,1928
550,1927-02-07,39.0,31.0,15.0,5.2,MS,Afyonkarahisar,1927
551,1927-06-05,36.19,31.08,10.0,5.5,MS,Balikesir,1927
552,1926-03-17,37.0,35.0,10.0,5.5,MS,Mersin,1926
553,1926-03-03,37.0,29.4,10.0,5.0,MS,Burdur,1926
554,1926-10-22,40.7,43.7,8.0,5.2,MS,Kars,1926
555,1926-01-13,38.53,28.19,10.0,5.7,MS,Manisa,1926
556,1926-03-01,37.03,29.43,50.0,6.1,MS,Burdur,1926
557,1926-01-13,38.64,28.11,50.0,5.8,MS,Manisa,1926
558,1926-12-16,40.13,30.72,10.0,5.7,MS,Balikesir,1926
559,1925-09-01,37.56,29.17,130.0,5.4,MS,Denizli,1925
560,1925-08-16,38.0,30.0,15.0,5.1,MS,Balikesir,1925
561,1925-08-07,38.1,29.8,20.0,5.9,MS,Denizli,1925
562,1925-08-05,38.1,29.8,10.0,5.0,MS,Denizli,1925
563,1925-03-12,40.0,42.0,10.0,5.0,MS,Erzurum,1925
564,1925-12-18,37.4,30.4,15.0,5.1,MS,Burdur,1925
565,1924-12-22,39.6,27.7,15.0,5.4,MS,Balikesir,1924
566,1924-11-20,38.55,30.78,10.0,5.9,MS,Balikesir,1924
567,1924-09-13,40.24,41.94,10.0,5.1,MS,Erzurum,1924
568,1924-09-13,39.96,41.94,10.0,6.8,MS,Erzurum,1924
569,1924-09-27,39.92,41.47,10.0,5.0,MS,Erzurum,1924
570,1924-01-22,39.51,28.4,80.0,5.3,MS,Balikesir,1924
571,1924-09-10,36.84,31.49,30.0,5.0,MS,Antalya,1924
572,1924-05-13,40.0,42.0,30.0,5.3,MS,Erzurum,1924
